,Customer.Lifetime.Value,Coverage,Education,EmploymentStatus,Gender,Income,Location.Code,Marital.Status,Monthly.Premium.Auto,Months.Since.Last.Claim,Months.Since.Policy.Inception,Number.of.Open.Complaints,Number.of.Policies,Policy.Type,Policy,Renew.Offer.Type,Sales.Channel,Total.Claim.Amount,Vehicle.Class,Vehicle.Size
1104,5332.462694,Basic,Doctor,Employed,F,68931,Urban,Married,66,32,30,0,7,Corporate Auto,Corporate L2,Offer2,Branch,309.577946,Four-Door Car,2
1105,5577.669457,Basic,Doctor,Disabled,M,11097,Suburban,Married,73,26,50,0,4,Corporate Auto,Corporate L3,Offer3,Web,350.4,Two-Door Car,3
1106,5461.548993,Basic,High School or Below,Employed,F,39626,Suburban,Married,0,23,0,0,3,Personal Auto,Personal L3,Offer2,Agent,485.705851,Four-Door Car,1
1107,6725.043747,Extended,College,Unemployed,F,0,Suburban,Single,95,15,8,0,5,Corporate Auto,Corporate L3,Offer1,Agent,684,Four-Door Car,2
1109,8417.102804,Basic,Bachelor,Employed,M,31756,Urban,Married,107,1,97,0,3,Corporate Auto,Corporate L3,Offer1,Agent,415.850776,SUV,2
1110,5380.898636,Basic,College,Employed,F,55350,Suburban,Married,67,0,13,0,9,Corporate Auto,Corporate L3,Offer1,Agent,321.6,Four-Door Car,2
1111,12157.32992,Premium,High School or Below,Employed,M,42995,Urban,Married,158,17,24,0,9,Corporate Auto,Corporate L2,Offer1,Web,623.505066,SUV,3
1112,7700.619936,Basic,High School or Below,Unemployed,F,0,Suburban,Single,73,18,16,1,2,Corporate Auto,Corporate L1,Offer1,Branch,792.868448,Four-Door Car,2
1113,12265.60041,Basic,Bachelor,Employed,M,35693,Suburban,Divorced,103,8,63,0,2,Personal Auto,Personal L1,Offer1,Branch,494.4,Sports Car,3
1114,4815.532839,Basic,Bachelor,Employed,M,80355,Rural,Divorced,62,26,33,1,3,Corporate Auto,Corporate L3,Offer1,Branch,83.390706,Two-Door Car,2
1115,19278.81715,Basic,High School or Below,Unemployed,F,0,Suburban,Single,0,12,77,0,2,Personal Auto,Personal L3,Offer3,Branch,366.604732,Two-Door Car,2
1116,2535.223185,Basic,High School or Below,Employed,F,69259,Suburban,Divorced,63,3,30,0,1,Personal Auto,Personal L3,Offer3,Call Center,362.51794,Four-Door Car,3
1117,40132.01135,Extended,Bachelor,Employed,F,98710,Urban,Married,123,21,42,0,2,Personal Auto,Personal L2,Offer2,Branch,587.391029,Sports Car,2
1119,2855.687705,Basic,Master,Employed,F,99612,Suburban,Married,70,14,20,0,1,Personal Auto,Personal L1,Offer2,Agent,336,Two-Door Car,3
1120,17776.82267,Extended,High School or Below,Employed,F,86205,Suburban,Single,223,8,67,0,8,Corporate Auto,Personal L3,Offer3,Agent,1070.4,Luxury Car,3
1122,22952.06778,Extended,High School or Below,Disabled,F,20031,Rural,Married,86,4,83,0,2,Personal Auto,Personal L3,Offer1,Branch,109.69048,Four-Door Car,2
1123,6366.225775,Extended,High School or Below,Employed,M,44368,Suburban,Married,80,5,72,0,3,Personal Auto,Personal L2,Offer2,Call Center,384,Two-Door Car,1
1125,9034.305834,Premium,High School or Below,Employed,M,76184,Suburban,Married,0,28,25,0,6,Personal Auto,Personal L2,Offer2,Call Center,643.2,SUV,2
1126,2754.45676,Basic,College,Employed,M,79507,Suburban,Married,70,7,17,3,1,Personal Auto,Personal L3,Offer2,Call Center,442.199439,Two-Door Car,2
1127,4285.575678,Basic,College,Employed,M,47823,Suburban,Married,108,26,71,0,1,Personal Auto,Personal L3,Offer2,Agent,518.4,Sports Car,2
1129,8007.399376,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Corporate Auto,Corporate L1,Offer1,Web,537.6,Sports Car,2
1130,5550.149947,Basic,Master,Employed,M,62219,Urban,Married,69,7,73,0,4,Personal Auto,Personal L3,Offer2,Branch,243.238784,Two-Door Car,3
1131,3702.63121,Extended,Doctor,Employed,M,33738,Suburban,Single,95,13,97,0,1,Personal Auto,Personal L1,Offer2,Agent,541.755353,Two-Door Car,2
1132,6920.999642,Extended,Doctor,Employed,M,67534,Rural,Married,87,2,55,2,5,Personal Auto,Personal L1,Offer1,Agent,104.905661,Four-Door Car,3
1134,4897.041423,Basic,High School or Below,Employed,F,27005,Suburban,Married,61,10,92,0,7,Corporate Auto,Corporate L3,Offer4,Agent,374.240783,Two-Door Car,2
1136,29037.47753,Basic,High School or Below,Unemployed,M,0,Suburban,Married,113,0,16,0,2,Personal Auto,Personal L3,Offer4,Web,542.4,SUV,2
1137,8447.801005,Premium,College,Employed,F,59888,Suburban,Married,0,21,98,2,8,Personal Auto,Personal L2,Offer4,Branch,537.6,Two-Door Car,2
1138,6689.022728,Extended,High School or Below,Employed,F,56980,Urban,Married,84,11,36,0,9,Personal Auto,Personal L1,Offer2,Agent,451.319227,Four-Door Car,1
1139,3479.260311,Extended,College,Employed,F,66711,Urban,Married,86,25,92,0,1,Corporate Auto,Corporate L2,Offer1,Call Center,366.381387,Two-Door Car,3
1141,4732.219556,Basic,High School or Below,Employed,M,55385,Suburban,Single,61,7,22,0,3,Personal Auto,Personal L3,Offer1,Branch,292.8,Four-Door Car,2
1143,2751.250209,Basic,High School or Below,Employed,M,86788,Suburban,Single,70,32,68,0,1,Personal Auto,Personal L3,Offer2,Agent,336,Four-Door Car,2
1144,7366.093547,Extended,High School or Below,Employed,M,30250,Urban,Married,93,1,98,0,6,Personal Auto,Personal L3,Offer1,Call Center,398.100233,Four-Door Car,2
1145,5377.90796,Extended,High School or Below,Employed,F,66429,Suburban,Married,134,1,72,0,1,Special Auto,Special L2,Offer2,Agent,628.8,SUV,3
1146,2810.957053,Basic,High School or Below,Employed,M,20371,Suburban,Married,71,19,14,1,1,Personal Auto,Personal L2,Offer4,Call Center,340.8,Four-Door Car,2
1147,14696.63549,Extended,College,Employed,M,45345,Suburban,Married,125,0,73,0,2,Personal Auto,Personal L1,Offer1,Agent,600,SUV,2
1152,8693.995589,Basic,Bachelor,Employed,M,48893,Suburban,Married,110,9,26,0,3,Personal Auto,Personal L3,Offer1,Branch,787.88953,SUV,2
1153,5639.941974,Extended,High School or Below,Unemployed,M,0,Suburban,Single,84,21,53,0,9,Personal Auto,Personal L2,Offer1,Agent,540.514115,Four-Door Car,2
1154,12280.76661,Premium,College,Employed,M,88340,Urban,Married,103,19,1,0,2,Personal Auto,Personal L2,Offer1,Agent,501.83778,Two-Door Car,2
1156,6291.589959,Extended,High School or Below,Unemployed,M,0,Suburban,Single,94,2,61,0,6,Personal Auto,Personal L2,Offer3,Agent,676.8,Two-Door Car,2
1158,5677.642084,Basic,College,Employed,M,53078,Suburban,Single,73,1,10,0,5,Personal Auto,Personal L3,Offer1,Branch,764.221884,Four-Door Car,2
1159,4434.028141,Premium,College,Employed,F,83220,Suburban,Married,110,9,42,0,1,Personal Auto,Personal L1,Offer3,Agent,528,Four-Door Car,2
1161,2199.73952,Basic,High School or Below,Unemployed,M,0,Suburban,Single,64,21,5,0,1,Personal Auto,Personal L3,Offer4,Branch,685.456738,Two-Door Car,3
1162,4628.995325,Basic,Bachelor,Unemployed,M,0,Suburban,Single,67,25,21,0,4,Corporate Auto,Corporate L1,Offer1,Branch,482.4,Two-Door Car,2
1163,4705.589393,Extended,Bachelor,Unemployed,F,0,Suburban,Single,78,21,23,3,3,Corporate Auto,Corporate L3,Offer4,Agent,555.457674,Four-Door Car,1
1164,4967.544169,Basic,College,Employed,F,28524,Suburban,Married,62,26,45,0,9,Personal Auto,Personal L3,Offer2,Web,297.6,Four-Door Car,2
1165,5418.726537,Extended,College,Employed,F,40308,Rural,Married,137,15,35,0,1,Personal Auto,Personal L2,Offer1,Branch,46.949646,Sports Car,2
1166,6699.222525,Extended,Bachelor,Unemployed,F,0,Suburban,Single,99,21,35,1,4,Corporate Auto,Corporate L1,Offer1,Call Center,699.67536,Four-Door Car,2
1168,4250.282624,Basic,High School or Below,Unemployed,F,0,Suburban,Single,61,17,1,0,7,Personal Auto,Personal L2,Offer1,Agent,292.8,Four-Door Car,3
1169,3059.282091,Extended,High School or Below,Employed,M,23277,Suburban,Single,0,2,55,0,1,Personal Auto,Personal L2,Offer2,Agent,531.164627,Two-Door Car,3
1170,2108.493744,Basic,Bachelor,Unemployed,M,0,Suburban,Single,0,8,91,0,1,Personal Auto,Personal L2,Offer1,Agent,351.85681,Two-Door Car,2
1171,14663.19646,Basic,Master,Employed,M,91015,Rural,Divorced,73,31,30,1,2,Personal Auto,Personal L3,Offer3,Agent,119.062347,Two-Door Car,2
1172,2807.049427,Basic,High School or Below,Employed,M,80915,Urban,Married,70,17,66,0,1,Corporate Auto,Corporate L2,Offer2,Branch,187.854818,Four-Door Car,2
1173,9065.25926,Premium,Bachelor,Employed,F,91025,Rural,Married,113,10,24,3,3,Personal Auto,Personal L2,Offer1,Agent,336.612234,Four-Door Car,2
1174,3896.572719,Basic,Bachelor,Medical Leave,M,10853,Urban,Married,104,11,18,0,1,Corporate Auto,Corporate L3,Offer2,Web,350.306385,SUV,3
1176,10546.65545,Extended,Master,Employed,F,43922,Rural,Married,88,26,88,0,2,Personal Auto,Personal L3,Offer2,Web,108.701381,Four-Door Car,2
1177,2869.997625,Basic,Bachelor,Employed,F,70974,Suburban,Married,71,15,0,0,1,Personal Auto,Personal L3,Offer1,Agent,340.8,Four-Door Car,1
1179,3387.77901,Extended,Bachelor,Employed,M,23156,Suburban,Married,88,9,6,2,1,Special Auto,Special L2,Offer4,Agent,422.4,Four-Door Car,2
1180,2673.319593,Basic,Master,Employed,M,28728,Suburban,Married,67,8,10,0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,3
1181,4630.363287,Basic,High School or Below,Unemployed,F,0,Suburban,Single,64,3,59,0,4,Personal Auto,Personal L3,Offer1,Agent,460.8,Four-Door Car,3
1185,4274.618943,Basic,College,Employed,M,39621,Rural,Married,109,4,23,1,1,Corporate Auto,Corporate L3,Offer4,Agent,25.292113,SUV,2
1188,15234.7459,Extended,High School or Below,Employed,M,72988,Rural,Married,127,6,77,0,2,Personal Auto,Personal L3,Offer3,Call Center,276.503559,SUV,2
1189,25900.19716,Basic,Bachelor,Unemployed,F,0,Suburban,Divorced,110,10,25,0,2,Corporate Auto,Corporate L2,Offer2,Call Center,1012.249308,SUV,2
1190,6252.3631,Extended,Master,Employed,F,92895,Rural,Married,77,5,2,0,7,Personal Auto,Personal L2,Offer2,Call Center,43.14147,Two-Door Car,3
1191,7298.583562,Basic,Bachelor,Employed,M,74069,Urban,Divorced,63,33,81,2,2,Personal Auto,Personal L3,Offer1,Agent,275.516438,Two-Door Car,2
1192,3721.057118,Extended,Bachelor,Employed,F,71333,Urban,Married,93,9,92,0,1,Personal Auto,Personal L3,Offer2,Call Center,343.755209,Four-Door Car,2
1193,9259.729948,Basic,High School or Below,Disabled,M,17109,Suburban,Married,62,7,45,0,2,Personal Auto,Personal L3,Offer2,Agent,297.6,Two-Door Car,2
1195,5275.626956,Basic,Master,Employed,F,70446,Rural,Married,65,31,99,0,9,Personal Auto,Personal L1,Offer4,Call Center,155.570802,Four-Door Car,2
1197,5181.620895,Basic,Master,Employed,F,97131,Suburban,Married,64,5,80,0,6,Personal Auto,Personal L1,Offer2,Agent,307.2,Four-Door Car,3
1199,26243.85811,Basic,Bachelor,Employed,M,55705,Rural,Divorced,113,8,58,0,2,Personal Auto,Personal L3,Offer2,Branch,149.90747,SUV,2
1201,11986.59212,Extended,Master,Employed,F,87560,Suburban,Married,98,4,86,1,2,Personal Auto,Personal L2,Offer1,Web,470.4,Two-Door Car,2
1203,3732.568536,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,2,50,0,1,Personal Auto,Personal L3,Offer3,Agent,879.42749,Sports Car,2
1204,7756.307652,Basic,College,Unemployed,M,0,Suburban,Single,74,24,63,0,2,Corporate Auto,Corporate L1,Offer1,Agent,532.8,Two-Door Car,3
1205,2637.602689,Basic,High School or Below,Employed,M,54378,Suburban,Married,66,16,30,0,1,Personal Auto,Personal L2,Offer2,Call Center,316.8,Four-Door Car,3
1206,2457.576007,Basic,High School or Below,Employed,F,52926,Suburban,Married,61,2,92,0,1,Personal Auto,Personal L3,Offer1,Call Center,292.8,Four-Door Car,2
1207,5259.444853,Basic,College,Employed,F,61146,Urban,Married,65,7,68,0,6,Personal Auto,Personal L3,Offer2,Branch,273.018929,Four-Door Car,2
1208,2560.082499,Basic,Doctor,Employed,F,88059,Rural,Married,63,15,98,0,1,Personal Auto,Personal L1,Offer4,Call Center,144.551024,Four-Door Car,3
1209,6331.338496,Extended,Bachelor,Unemployed,F,0,Rural,Married,87,3,82,0,3,Personal Auto,Personal L2,Offer1,Branch,94.714302,Two-Door Car,2
1210,13014.23496,Basic,Bachelor,Employed,F,55067,Urban,Single,110,3,21,1,2,Personal Auto,Personal L3,Offer1,Agent,353.098604,SUV,2
1211,8491.020256,Basic,College,Employed,M,62076,Urban,Married,71,25,82,0,2,Personal Auto,Personal L2,Offer3,Branch,227.225113,Four-Door Car,2
1212,3269.013926,Extended,College,Employed,M,26140,Suburban,Married,84,23,37,1,1,Personal Auto,Personal L3,Offer4,Branch,403.2,Two-Door Car,3
1213,4547.892543,Premium,Bachelor,Employed,M,33531,Suburban,Married,116,11,15,0,1,Personal Auto,Personal L3,Offer4,Agent,801.577478,Two-Door Car,2
1216,10972.06778,Extended,Doctor,Employed,M,24164,Suburban,Divorced,137,2,40,0,5,Personal Auto,Personal L3,Offer2,Agent,657.6,Sports Car,2
1217,29676.81386,Basic,High School or Below,Unemployed,M,0,Suburban,Married,104,8,86,0,2,Personal Auto,Personal L2,Offer1,Web,518.4,SUV,2
1218,4798.240889,Basic,Bachelor,Employed,F,77846,Urban,Married,119,8,45,0,1,Corporate Auto,Personal L3,Offer1,Agent,342.471939,Sports Car,2
1219,12556.95366,Basic,High School or Below,Unemployed,F,0,Suburban,Single,70,34,10,0,2,Personal Auto,Personal L2,Offer1,Branch,504,Two-Door Car,3
1220,6886.324494,Extended,College,Employed,M,34615,Suburban,Married,87,6,73,0,7,Personal Auto,Personal L2,Offer1,Agent,417.6,Four-Door Car,2
1222,6554.216396,Extended,College,Disabled,F,25222,Suburban,Single,90,28,69,0,3,Personal Auto,Personal L3,Offer2,Agent,475.623251,Four-Door Car,3
1223,5849.321498,Extended,High School or Below,Unemployed,F,0,Suburban,Single,83,2,47,0,4,Corporate Auto,Corporate L2,Offer3,Agent,540.514115,Four-Door Car,2
1224,10242.4096,Extended,Doctor,Employed,M,59232,Urban,Divorced,84,10,70,0,2,Corporate Auto,Personal L3,Offer2,Branch,395.729716,Four-Door Car,2
1227,2398.333185,Basic,High School or Below,Unemployed,M,0,Suburban,Married,65,26,97,0,1,Personal Auto,Personal L3,Offer1,Agent,422.947888,Two-Door Car,2
1228,4209.279338,Premium,Bachelor,Medical Leave,F,26435,Suburban,Married,111,32,50,1,1,Corporate Auto,Corporate L2,Offer1,Agent,1012.249308,Four-Door Car,3
1229,10506.88413,Extended,College,Employed,M,37934,Urban,Divorced,137,2,58,1,8,Personal Auto,Personal L3,Offer1,Call Center,385.440163,Sports Car,2
1230,2521.633095,Basic,High School or Below,Employed,M,53243,Rural,Divorced,66,4,15,2,1,Personal Auto,Personal L3,Offer1,Call Center,157.397849,Four-Door Car,2
1232,2776.842204,Extended,College,Medical Leave,M,23830,Suburban,Married,76,24,22,0,1,Corporate Auto,Corporate L3,Offer4,Web,364.8,Two-Door Car,2
1233,2465.616631,Basic,Master,Employed,M,51641,Rural,Single,63,8,80,1,1,Corporate Auto,Personal L3,Offer1,Agent,137.091494,Four-Door Car,2
1234,8548.30415,Basic,High School or Below,Employed,F,52440,Urban,Single,71,7,2,0,2,Personal Auto,Personal L1,Offer2,Web,300.056383,Two-Door Car,1
1235,2962.722482,Extended,High School or Below,Medical Leave,M,16495,Suburban,Married,85,25,75,3,1,Corporate Auto,Corporate L2,Offer1,Branch,408,Four-Door Car,2
1236,6610.048274,Extended,Master,Employed,F,23616,Urban,Married,83,8,68,0,7,Special Auto,Special L2,Offer3,Web,229.620398,Two-Door Car,2
1237,8098.96921,Basic,Bachelor,Unemployed,M,0,Suburban,Single,114,20,62,1,8,Personal Auto,Personal L1,Offer1,Web,835.2,SUV,2
1239,9853.773193,Extended,Bachelor,Employed,M,44006,Urban,Single,130,18,26,0,4,Personal Auto,Personal L3,Offer1,Branch,494.664784,Sports Car,2
1241,3193.459822,Extended,Master,Employed,M,60244,Rural,Married,79,32,86,0,1,Personal Auto,Personal L1,Offer3,Web,132.023007,Four-Door Car,2
1242,11955.39598,Extended,Bachelor,Employed,F,58881,Rural,Married,99,1,31,0,2,Corporate Auto,Personal L1,Offer4,Branch,177.36984,Four-Door Car,3
1243,10720.41744,Basic,Bachelor,Employed,F,34837,Suburban,Single,139,4,2,1,4,Personal Auto,Personal L3,Offer1,Branch,667.2,SUV,2
1245,2869.301319,Basic,Master,Employed,M,36706,Rural,Married,73,2,32,0,1,Personal Auto,Personal L3,Offer2,Agent,72.665253,Four-Door Car,1
1246,3242.043926,Basic,Bachelor,Disabled,F,20075,Suburban,Married,82,14,12,0,1,Personal Auto,Personal L3,Offer1,Branch,393.6,Two-Door Car,1
1249,8329.039004,Basic,College,Employed,F,49851,Suburban,Married,70,23,51,0,2,Corporate Auto,Personal L3,Offer4,Web,355.2,Four-Door Car,3
1251,10127.77087,Extended,Doctor,Medical Leave,M,23053,Suburban,Married,0,5,97,0,8,Personal Auto,Personal L1,Offer2,Agent,780.941649,Sports Car,2
1252,19079.09518,Basic,High School or Below,Employed,F,42754,Urban,Divorced,65,5,56,4,2,Personal Auto,Personal L3,Offer3,Agent,279.715067,Two-Door Car,2
1254,9657.579498,Extended,High School or Below,Unemployed,M,0,Suburban,Married,133,34,77,1,7,Personal Auto,Personal L2,Offer1,Branch,945.169882,SUV,3
1255,7854.771821,Basic,High School or Below,Employed,M,36409,Suburban,Married,66,26,33,0,2,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,3
1257,9263.179837,Premium,Bachelor,Employed,F,23377,Suburban,Married,116,15,19,0,3,Personal Auto,Personal L3,Offer2,Web,556.8,Four-Door Car,2
1259,4892.628631,Basic,High School or Below,Employed,F,27005,Suburban,Married,61,10,72,0,7,Corporate Auto,Corporate L2,Offer2,Agent,311.84034,Four-Door Car,3
1261,30286.68586,Basic,High School or Below,Disabled,F,27587,Rural,Divorced,103,14,34,1,2,Corporate Auto,Corporate L3,Offer1,Call Center,241.141192,Sports Car,2
1262,11960.47577,Extended,College,Employed,F,52436,Rural,Single,76,3,38,0,2,Personal Auto,Personal L3,Offer4,Web,109.476994,Four-Door Car,2
1263,5246.278375,Basic,Bachelor,Employed,F,28909,Suburban,Married,66,15,66,0,8,Personal Auto,Personal L2,Offer1,Agent,456.702735,Two-Door Car,2
1264,5635.746396,Basic,College,Employed,F,20303,Suburban,Married,71,24,84,0,3,Corporate Auto,Corporate L3,Offer1,Branch,340.8,Four-Door Car,3
1265,4592.150374,Basic,College,Employed,F,73604,Rural,Married,114,15,89,0,1,Personal Auto,Personal L2,Offer1,Agent,184.222768,SUV,2
1266,2141.979314,Basic,Bachelor,Unemployed,M,0,Suburban,Single,67,3,79,1,1,Personal Auto,Personal L3,Offer4,Web,321.6,Four-Door Car,2
1268,7429.079194,Premium,High School or Below,Unemployed,M,0,Suburban,Married,101,6,43,0,9,Personal Auto,Personal L3,Offer3,Branch,549.692452,Four-Door Car,2
1269,9427.684903,Basic,High School or Below,Employed,F,27824,Suburban,Married,118,32,9,0,8,Personal Auto,Personal L3,Offer3,Agent,566.4,SUV,1
1270,15304.51777,Basic,Bachelor,Employed,F,22799,Suburban,Married,0,12,92,1,7,Corporate Auto,Corporate L3,Offer1,Agent,955.2,Luxury Car,2
1273,25640.24004,Premium,Bachelor,Disabled,F,24695,Suburban,Married,168,5,83,0,2,Corporate Auto,Corporate L2,Offer1,Agent,806.4,SUV,2
1275,23207.24981,Basic,Master,Employed,F,89918,Urban,Divorced,115,14,42,0,2,Personal Auto,Personal L3,Offer4,Web,423.116739,SUV,2
1277,6938.874476,Extended,Bachelor,Employed,M,53133,Suburban,Single,91,11,6,0,9,Personal Auto,Personal L3,Offer2,Agent,652.386798,Two-Door Car,3
1279,22643.83478,Basic,High School or Below,Employed,M,93011,Rural,Divorced,113,17,12,0,2,Personal Auto,Personal L3,Offer4,Agent,281.451042,SUV,2
1280,5018.894421,Basic,Doctor,Employed,F,74423,Rural,Married,62,31,10,0,5,Personal Auto,Personal L2,Offer2,Agent,50.800186,Four-Door Car,2
1281,2168.523464,Basic,High School or Below,Unemployed,M,0,Suburban,Single,63,1,56,0,1,Personal Auto,Personal L3,Offer2,Agent,453.6,Four-Door Car,2
1282,2403.53947,Basic,High School or Below,Disabled,M,24248,Suburban,Married,70,33,82,3,1,Personal Auto,Personal L2,Offer1,Agent,336,Four-Door Car,2
1283,5452.171237,Basic,Bachelor,Employed,M,88567,Suburban,Married,67,9,89,0,9,Personal Auto,Personal L2,Offer1,Web,321.6,Four-Door Car,2
1284,3677.784051,Extended,High School or Below,Employed,M,32314,Suburban,Married,92,7,80,0,1,Personal Auto,Personal L1,Offer2,Agent,662.4,Four-Door Car,2
1285,14932.09982,Extended,College,Employed,F,84581,Rural,Married,126,26,65,0,2,Corporate Auto,Corporate L2,Offer3,Agent,200.662297,SUV,2
1286,3517.385764,Basic,College,Employed,M,51814,Rural,Single,92,28,89,0,1,Personal Auto,Personal L2,Offer3,Agent,56.300724,Four-Door Car,2
1287,12687.15484,Premium,College,Unemployed,M,0,Suburban,Single,157,24,55,0,7,Corporate Auto,Corporate L2,Offer3,Call Center,1116,SUV,2
1288,5568.947534,Extended,High School or Below,Unemployed,M,0,Suburban,Single,79,21,53,1,7,Personal Auto,Personal L2,Offer1,Agent,407.440238,Two-Door Car,2
1289,5217.513287,Basic,Bachelor,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Corporate Auto,Corporate L3,Offer2,Web,261.930545,Two-Door Car,2
1290,4835.783179,Basic,College,Employed,M,36655,Suburban,Married,61,15,81,0,9,Personal Auto,Personal L3,Offer1,Web,295.223164,Four-Door Car,3
1291,2509.508795,Basic,Bachelor,Unemployed,F,0,Suburban,Single,71,20,48,0,1,Corporate Auto,Personal L3,Offer1,Agent,511.2,Four-Door Car,3
1294,6763.181497,Basic,High School or Below,Unemployed,F,0,Suburban,Single,64,27,1,0,2,Personal Auto,Personal L3,Offer1,Branch,460.8,Four-Door Car,2
1296,6269.592055,Extended,College,Employed,F,39608,Rural,Married,79,6,37,0,4,Personal Auto,Personal L3,Offer2,Web,181.538354,Four-Door Car,2
1297,2749.189304,Basic,Bachelor,Employed,F,55964,Urban,Divorced,73,8,51,0,1,Corporate Auto,Corporate L3,Offer1,Agent,329.238904,Four-Door Car,3
1298,8550.386579,Basic,College,Employed,M,21733,Suburban,Single,73,17,37,0,2,Corporate Auto,Corporate L2,Offer2,Web,525.6,Four-Door Car,2
1299,4729.593583,Premium,Bachelor,Employed,M,49447,Suburban,Married,0,25,14,0,1,Special Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,2
